<br /><br />I started watching the show in reruns in 2001	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'started', 'watching', 'the', 'show', 'in', 'reruns', 'in', '2001']
I wish you weren't my brother so I could **** you!) <br /><br />Bernhards search for herself after returning to LA from New York, results in the immersive trying-on of various personas (all of which fit poorly) for our amusement, but enough of them involve acting out to appeal to a "black imperative" values system that the real barometer of her resituation is whether black culture accepts her	['I', 'wish', 'you', 'were', "n't", 'my', 'brother', 'so', 'I', 'could', '****', 'you', '!', ')', '<', 'br', '/', '>', '<', 'br', '/', '>', 'Bernhards', 'search', 'for', 'herself', 'after', 'returning', 'to', 'LA', 'from', 'New', 'York', ',', 'results', 'in', 'the', 'immersive', 'trying-on', 'of', 'various', 'personas', '(', 'all', 'of', 'which', 'fit', 'poorly', ')', 'for', 'our', 'amusement', ',', 'but', 'enough', 'of', 'them', 'involve', 'acting', 'out', 'to', 'appeal', 'to', 'a', '``', 'black', 'imperative', "''", 'values', 'system', 'that', 'the', 'real', 'barometer', 'of', 'her', 'resituation', 'is', 'whether', 'black', 'culture', 'accepts', 'her']
And she has an impressive, solidly-built black lover in the movie) A pretty black girl attends the shows, and seems to be authorizing Sandra's faux-blackness, but ultimately rejects her	['And', 'she', 'has', 'an', 'impressive', ',', 'solidly-built', 'black', 'lover', 'in', 'the', 'movie', ')', 'A', 'pretty', 'black', 'girl', 'attends', 'the', 'shows', ',', 'and', 'seems', 'to', 'be', 'authorizing', 'Sandra', "'s", 'faux-blackness', ',', 'but', 'ultimately', 'rejects', 'her']
<br /><br />Just as Catholics deem themselves lucky to suffer for Christ, here Sandra depicts herself suffering at the hands of a black culture in which she craves a place; as if she cherishes her worthiness and her rejection	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Just', 'as', 'Catholics', 'deem', 'themselves', 'lucky', 'to', 'suffer', 'for', 'Christ', ',', 'here', 'Sandra', 'depicts', 'herself', 'suffering', 'at', 'the', 'hands', 'of', 'a', 'black', 'culture', 'in', 'which', 'she', 'craves', 'a', 'place', ';', 'as', 'if', 'she', 'cherishes', 'her', 'worthiness', 'and', 'her', 'rejection']
It's the only value system implicated in the films world, outside of Bernhards arty confusion	['It', "'s", 'the', 'only', 'value', 'system', 'implicated', 'in', 'the', 'films', 'world', ',', 'outside', 'of', 'Bernhards', 'arty', 'confusion']
<br /><br />For a nation whose chief issues are racism and money, it's refreshing to see one of the 2 topics dealt with in an atypical way	['<', 'br', '/', '>', '<', 'br', '/', '>', 'For', 'a', 'nation', 'whose', 'chief', 'issues', 'are', 'racism', 'and', 'money', ',', 'it', "'s", 'refreshing', 'to', 'see', 'one', 'of', 'the', '2', 'topics', 'dealt', 'with', 'in', 'an', 'atypical', 'way']
The true measure of any fictional piece of work is whether or not the characters grow from their experiences and emerge from the experience altered in some significant way (note that this change need not be positive or beneficial) at the end	['The', 'true', 'measure', 'of', 'any', 'fictional', 'piece', 'of', 'work', 'is', 'whether', 'or', 'not', 'the', 'characters', 'grow', 'from', 'their', 'experiences', 'and', 'emerge', 'from', 'the', 'experience', 'altered', 'in', 'some', 'significant', 'way', '(', 'note', 'that', 'this', 'change', 'need', 'not', 'be', 'positive', 'or', 'beneficial', ')', 'at', 'the', 'end']
<br /><br />By that measure, Enchanted April is a resounding success	['<', 'br', '/', '>', '<', 'br', '/', '>', 'By', 'that', 'measure', ',', 'Enchanted', 'April', 'is', 'a', 'resounding', 'success']
As a film in general, it succeeds quite well-excellent ensemble cast, well-developed characters you come to care about, wonderful script and beautiful sets and locations	['As', 'a', 'film', 'in', 'general', ',', 'it', 'succeeds', 'quite', 'well-excellent', 'ensemble', 'cast', ',', 'well-developed', 'characters', 'you', 'come', 'to', 'care', 'about', ',', 'wonderful', 'script', 'and', 'beautiful', 'sets', 'and', 'locations']
Although all the performances are first-rate, three must be mentioned-Josie Lawrence, Jim Broadbent and Joan Plowright	['Although', 'all', 'the', 'performances', 'are', 'first-rate', ',', 'three', 'must', 'be', 'mentioned-Josie', 'Lawrence', ',', 'Jim', 'Broadbent', 'and', 'Joan', 'Plowright']
It says something when Miranda Richardson does her usual fine work and yet is overshadowed by so many others in the cast	['It', 'says', 'something', 'when', 'Miranda', 'Richardson', 'does', 'her', 'usual', 'fine', 'work', 'and', 'yet', 'is', 'overshadowed', 'by', 'so', 'many', 'others', 'in', 'the', 'cast']
Most highly recommended, particularly if you are a romantic at heart	['Most', 'highly', 'recommended', ',', 'particularly', 'if', 'you', 'are', 'a', 'romantic', 'at', 'heart']
Director / writer Michael Winner's feature is a better than expected offbeat supernatural horror film (although still schlock efficiently catered for), which really does by go unnoticed	['Director', '/', 'writer', 'Michael', 'Winner', "'s", 'feature', 'is', 'a', 'better', 'than', 'expected', 'offbeat', 'supernatural', 'horror', 'film', '(', 'although', 'still', 'schlock', 'efficiently', 'catered', 'for', ')', ',', 'which', 'really', 'does', 'by', 'go', 'unnoticed']
Sure it might borrow ideas from other similar themed horror movies of this period, but still manages to bring its own psychological imprint to the smokescreen material (of good vs	['Sure', 'it', 'might', 'borrow', 'ideas', 'from', 'other', 'similar', 'themed', 'horror', 'movies', 'of', 'this', 'period', ',', 'but', 'still', 'manages', 'to', 'bring', 'its', 'own', 'psychological', 'imprint', 'to', 'the', 'smokescreen', 'material', '(', 'of', 'good', 'vs']
evil) and a unique vision that has a fair share of impressively expansive, if somewhat exploitative set-pieces	['evil', ')', 'and', 'a', 'unique', 'vision', 'that', 'has', 'a', 'fair', 'share', 'of', 'impressively', 'expansive', ',', 'if', 'somewhat', 'exploitative', 'set-pieces']
As a whole it's sketchy, however remains intriguing by instilling an ominous charge without going gang-busters with the scares	['As', 'a', 'whole', 'it', "'s", 'sketchy', ',', 'however', 'remains', 'intriguing', 'by', 'instilling', 'an', 'ominous', 'charge', 'without', 'going', 'gang-busters', 'with', 'the', 'scares']
Actually there's always something going on amongst its busy framework, but it's rather down-played with its shocks steering to soapy patterns and atmospheric tailoring, up until its vividly repellent and grisly climax with a downbeat revelation	['Actually', 'there', "'s", 'always', 'something', 'going', 'on', 'amongst', 'its', 'busy', 'framework', ',', 'but', 'it', "'s", 'rather', 'down-played', 'with', 'its', 'shocks', 'steering', 'to', 'soapy', 'patterns', 'and', 'atmospheric', 'tailoring', ',', 'up', 'until', 'its', 'vividly', 'repellent', 'and', 'grisly', 'climax', 'with', 'a', 'downbeat', 'revelation']
Winner's dressed up craftsmanship might feel pedestrian, however it's the ensemble cast that really holds it together as you try to spot the faces	['Winner', "'s", 'dressed', 'up', 'craftsmanship', 'might', 'feel', 'pedestrian', ',', 'however', 'it', "'s", 'the', 'ensemble', 'cast', 'that', 'really', 'holds', 'it', 'together', 'as', 'you', 'try', 'to', 'spot', 'the', 'faces']
Some having more to do with the scheme of things than others, but there's no doubts every one of them are committed, despite the ludicrously crude nature of it all	['Some', 'having', 'more', 'to', 'do', 'with', 'the', 'scheme', 'of', 'things', 'than', 'others', ',', 'but', 'there', "'s", 'no', 'doubts', 'every', 'one', 'of', 'them', 'are', 'committed', ',', 'despite', 'the', 'ludicrously', 'crude', 'nature', 'of', 'it', 'all']
It's interesting to see names like Sylvia Miles (who's significantly creepy!), Beverly D'Angelo (likewise), Deborah Raffin, Eli Wallach, Christopher Walken, William Hickey (a neat cameo), Jeff Goldblum, Jerry Orbach and Tom Berenger in bit parts	['It', "'s", 'interesting', 'to', 'see', 'names', 'like', 'Sylvia', 'Miles', '(', 'who', "'s", 'significantly', 'creepy', '!', ')', ',', 'Beverly', "D'Angelo", '(', 'likewise', ')', ',', 'Deborah', 'Raffin', ',', 'Eli', 'Wallach', ',', 'Christopher', 'Walken', ',', 'William', 'Hickey', '(', 'a', 'neat', 'cameo', ')', ',', 'Jeff', 'Goldblum', ',', 'Jerry', 'Orbach', 'and', 'Tom', 'Berenger', 'in', 'bit', 'parts']
Then you got a mild-mannered Chris Sarandon and movingly gorgeous Cristina Raines in the leads	['Then', 'you', 'got', 'a', 'mild-mannered', 'Chris', 'Sarandon', 'and', 'movingly', 'gorgeous', 'Cristina', 'Raines', 'in', 'the', 'leads']
Offering able support José Ferrer, Martin Balsam, Ava Gardner, John Carradine, Burgess Meredith and Arthur Kennedy	['Offering', 'able', 'support', 'José', 'Ferrer', ',', 'Martin', 'Balsam', ',', 'Ava', 'Gardner', ',', 'John', 'Carradine', ',', 'Burgess', 'Meredith', 'and', 'Arthur', 'Kennedy']
The script does throw around many characters, as well as notions but gets disjointedly sidetrack by trying to squeeze all of it in	['The', 'script', 'does', 'throw', 'around', 'many', 'characters', ',', 'as', 'well', 'as', 'notions', 'but', 'gets', 'disjointedly', 'sidetrack', 'by', 'trying', 'to', 'squeeze', 'all', 'of', 'it', 'in']
However it's disorienting air works in its favour in establishing the suspicion and deception of what's really going on here	['However', 'it', "'s", 'disorienting', 'air', 'works', 'in', 'its', 'favour', 'in', 'establishing', 'the', 'suspicion', 'and', 'deception', 'of', 'what', "'s", 'really', 'going', 'on', 'here']
Is there a reason for all of this, and why is it surrounding Raines' character? The emphasis is mainly built upon that moody angle, as it begins to slowly shed light of her inner goings and that of the strange/worrying experiences she encounters when she's moves into her new apartment	['Is', 'there', 'a', 'reason', 'for', 'all', 'of', 'this', ',', 'and', 'why', 'is', 'it', 'surrounding', 'Raines', "'", 'character', '?', 'The', 'emphasis', 'is', 'mainly', 'built', 'upon', 'that', 'moody', 'angle', ',', 'as', 'it', 'begins', 'to', 'slowly', 'shed', 'light', 'of', 'her', 'inner', 'goings', 'and', 'that', 'of', 'the', 'strange/worrying', 'experiences', 'she', 'encounters', 'when', 'she', "'s", 'moves', 'into', 'her', 'new', 'apartment']
This is where Winner tries to pull out the eerie shades, which projects some icy moments	['This', 'is', 'where', 'Winner', 'tries', 'to', 'pull', 'out', 'the', 'eerie', 'shades', ',', 'which', 'projects', 'some', 'icy', 'moments']
Gil Melle was the man responsible for the grand, overpowering orchestral score that never misses a cue and Richard C	['Gil', 'Melle', 'was', 'the', 'man', 'responsible', 'for', 'the', 'grand', ',', 'overpowering', 'orchestral', 'score', 'that', 'never', 'misses', 'a', 'cue', 'and', 'Richard', 'C']
Kratina instruments the sweeping, scope-like photography	['Kratina', 'instruments', 'the', 'sweeping', ',', 'scope-like', 'photography']
William (Nicholas Ball) and Emma Peters (Rachel Davies) buy an old house where a brutal murder happened years ago in very bad condition with the intention of restoring it	['William', '(', 'Nicholas', 'Ball', ')', 'and', 'Emma', 'Peters', '(', 'Rachel', 'Davies', ')', 'buy', 'an', 'old', 'house', 'where', 'a', 'brutal', 'murder', 'happened', 'years', 'ago', 'in', 'very', 'bad', 'condition', 'with', 'the', 'intention', 'of', 'restoring', 'it']
They move with their daughter Sophie (Emma RidleY), and become friends of their neighbors Jean (Patricia Maynard) and George Evans (Brian Croucher)	['They', 'move', 'with', 'their', 'daughter', 'Sophie', '(', 'Emma', 'RidleY', ')', ',', 'and', 'become', 'friends', 'of', 'their', 'neighbors', 'Jean', '(', 'Patricia', 'Maynard', ')', 'and', 'George', 'Evans', '(', 'Brian', 'Croucher', ')']
However, eerie events happen in the house, inclusive the death of Sophie's cat	['However', ',', 'eerie', 'events', 'happen', 'in', 'the', 'house', ',', 'inclusive', 'the', 'death', 'of', 'Sophie', "'s", 'cat']
In Sophie's birthday party, a pipe leaks blood and they leave the place, disclosing a secret later	['In', 'Sophie', "'s", 'birthday', 'party', ',', 'a', 'pipe', 'leaks', 'blood', 'and', 'they', 'leave', 'the', 'place', ',', 'disclosing', 'a', 'secret', 'later']
<br /><br />"The House That Bled to Death" is a scary and one of the best episodes of the series "Hammer House of Horror"	['<', 'br', '/', '>', '<', 'br', '/', '>', "''", 'The', 'House', 'That', 'Bled', 'to', 'Death', "''", 'is', 'a', 'scary', 'and', 'one', 'of', 'the', 'best', 'episodes', 'of', 'the', 'series', '``', 'Hammer', 'House', 'of', 'Horror', "''"]
The fantastic twist, disclosing a secret, and the tragic conclusion are really excellent	['The', 'fantastic', 'twist', ',', 'disclosing', 'a', 'secret', ',', 'and', 'the', 'tragic', 'conclusion', 'are', 'really', 'excellent']
<br /><br />Title (Brazil): "A Casa Que Sangrou Até Morrer" ("The House That Bled to Death"	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Title', '(', 'Brazil', ')', ':', '``', 'A', 'Casa', 'Que', 'Sangrou', 'Até', 'Morrer', "''", '(', '``', 'The', 'House', 'That', 'Bled', 'to', 'Death', "''"]
Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way	['Kubrick', 'proved', 'his', 'brilliantness', 'again', ',', 'now', 'in', 'a', 'suspense-horror', 'film', 'based', 'on', 'Stephen', 'King', "'s", 'book', 'titled', 'the', 'same', 'way']
Jack Torrance is a man in his forties, married, with one child, and with a past of trouble and alcoholism	['Jack', 'Torrance', 'is', 'a', 'man', 'in', 'his', 'forties', ',', 'married', ',', 'with', 'one', 'child', ',', 'and', 'with', 'a', 'past', 'of', 'trouble', 'and', 'alcoholism']
The Overlook Hotel in Colorado suspends service during the winter because of its extreme weather, and there is a well-paid job for the person who takes care of the facilities during those five months; and Torrance, who was looking to become a writer, found it perfect	['The', 'Overlook', 'Hotel', 'in', 'Colorado', 'suspends', 'service', 'during', 'the', 'winter', 'because', 'of', 'its', 'extreme', 'weather', ',', 'and', 'there', 'is', 'a', 'well-paid', 'job', 'for', 'the', 'person', 'who', 'takes', 'care', 'of', 'the', 'facilities', 'during', 'those', 'five', 'months', ';', 'and', 'Torrance', ',', 'who', 'was', 'looking', 'to', 'become', 'a', 'writer', ',', 'found', 'it', 'perfect']
But, the manager advised Torrance about the loneliness in this place during the winter, potentially dangerous, and told him that some caretaker in the past went crazy and murdered his family	['But', ',', 'the', 'manager', 'advised', 'Torrance', 'about', 'the', 'loneliness', 'in', 'this', 'place', 'during', 'the', 'winter', ',', 'potentially', 'dangerous', ',', 'and', 'told', 'him', 'that', 'some', 'caretaker', 'in', 'the', 'past', 'went', 'crazy', 'and', 'murdered', 'his', 'family']
Even before they got there, his son Danny, who has some sort of imaginary friend who illuminates him the future (shinning), knew the place wasn't good and didn't want to go	['Even', 'before', 'they', 'got', 'there', ',', 'his', 'son', 'Danny', ',', 'who', 'has', 'some', 'sort', 'of', 'imaginary', 'friend', 'who', 'illuminates', 'him', 'the', 'future', '(', 'shinning', ')', ',', 'knew', 'the', 'place', 'was', "n't", 'good', 'and', 'did', "n't", 'want', 'to', 'go']
Once they installed themselves in the hotel, things started right but within a month, Jack began acting strange, irritated, and depressed	['Once', 'they', 'installed', 'themselves', 'in', 'the', 'hotel', ',', 'things', 'started', 'right', 'but', 'within', 'a', 'month', ',', 'Jack', 'began', 'acting', 'strange', ',', 'irritated', ',', 'and', 'depressed']
At this point, we know something is going to happen, but don't know when and how	['At', 'this', 'point', ',', 'we', 'know', 'something', 'is', 'going', 'to', 'happen', ',', 'but', 'do', "n't", 'know', 'when', 'and', 'how']
